2021-11-02 17:29:01,880  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : APIClassificationService has these dependencies [ [NameRegistration{name=ComponentConfigurationService}, NameRegistration{name=CommunicationService}, NameRegistration{name=ServerBindService}, NameRegistration{name=LogService}, NameRegistration{name=ServerMetricsService}] ]
2021-11-02 17:29:01,890  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : SecureStoreService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=KeyValueMapService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:02,161  main INFO  c.a.u.CredentialUtilInternal - CredentialUtilInternal.<init>() : Loading keys from keystore vault file
2021-11-02 17:29:02,194  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CollectionService has these dependencies [ [NameRegistration{name=MetricsService}] ]
2021-11-02 17:29:02,198  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : OAuth2RuntimeService has these dependencies [ [NameRegistration{name=KeyManagementService}] ]
2021-11-02 17:29:02,204  main INFO  K.DATASTORE.NOSQL - EntityCache.<clinit>() : Default KMS entity cache TTL set to 3
2021-11-02 17:29:02,205  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : OAuthV2Service has these dependencies [ [NameRegistration{name=OAuth2RuntimeService}] ]
2021-11-02 17:29:02,208  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : WebsocketOAuthService has these dependencies [ [NameRegistration{name=KeyManagementService}] ]
2021-11-02 17:29:02,215  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : KeyManagementService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=CacheService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:02,215  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : OAuth1RuntimeService has these dependencies [ [NameRegistration{name=KeyManagementService}] ]
2021-11-02 17:29:02,218  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : KMSOrganizationService has these dependencies [ [NameRegistration{name=KeyManagementService}, NameRegistration{name=ServerBindService}] ]
2021-11-02 17:29:02,219  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ApiProductService has these dependencies [ [NameRegistration{name=KeyManagementService}] ]
2021-11-02 17:29:02,221  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : AppService has these dependencies [ [NameRegistration{name=KeyManagementService}, NameRegistration{name=DEKService}] ]
